Name,Fibered,Crossing Number,Genus-3D,Arc Index,Grid Notation
13a_318,Y,13,4,15,[[1;1];[1;3];[2;2];[2;13];[3;1];[3;4];[4;3];[4;8];[5;6];[5;9];[6;5];[6;8];[7;6];[7;10];[8;9];[8;14];[9;4];[9;11];[10;7];[10;14];[11;5];[11;10];[12;7];[12;15];[13;2];[13;12];[14;11];[14;13];[15;12];[15;15]]
13a_320,Y,13,4,15,[[1;1];[1;3];[2;2];[2;6];[3;5];[3;7];[4;3];[4;14];[5;6];[5;8];[6;11];[6;15];[7;4];[7;7];[8;5];[8;9];[9;8];[9;10];[10;9];[10;13];[11;1];[11;11];[12;4];[12;15];[13;12];[13;14];[14;10];[14;13];[15;2];[15;12]]
13a_325,Y,13,4,15,[[1;2];[1;14];[2;5];[2;15];[3;9];[3;12];[4;8];[4;10];[5;11];[5;13];[6;3];[6;12];[7;9];[7;13];[8;7];[8;11];[9;8];[9;14];[10;1];[10;10];[11;6];[11;15];[12;4];[12;7];[13;2];[13;5];[14;4];[14;6];[15;1];[15;3]]
13a_330,Y,13,5,15,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;5];[4;4];[4;13];[5;10];[5;14];[6;6];[6;12];[7;5];[7;7];[8;6];[8;8];[9;9];[9;15];[10;7];[10;11];[11;1];[11;8];[12;10];[12;13];[13;9];[13;11];[14;2];[14;15];[15;12];[15;14]]
13a_332,Y,13,4,15,[[1;1];[1;3];[2;2];[2;6];[3;5];[3;8];[4;6];[4;11];[5;4];[5;8];[6;5];[6;15];[7;9];[7;12];[8;7];[8;10];[9;9];[9;13];[10;11];[10;14];[11;10];[11;13];[12;1];[12;12];[13;7];[13;15];[14;3];[14;14];[15;2];[15;4]]
13a_335,Y,13,5,15,[[1;1];[1;3];[2;2];[2;5];[3;3];[3;8];[4;7];[4;9];[5;8];[5;10];[6;4];[6;15];[7;6];[7;9];[8;7];[8;12];[9;1];[9;11];[10;10];[10;12];[11;5];[11;14];[12;13];[12;15];[13;4];[13;6];[14;11];[14;14];[15;2];[15;13]]
13a_336,Y,13,5,15,[[1;2];[1;12];[2;7];[2;15];[3;1];[3;13];[4;8];[4;10];[5;6];[5;9];[6;5];[6;7];[7;6];[7;11];[8;10];[8;14];[9;12];[9;15];[10;8];[10;11];[11;4];[11;14];[12;9];[12;13];[13;3];[13;5];[14;2];[14;4];[15;1];[15;3]]
13a_337,Y,13,5,15,[[1;8];[1;10];[2;12];[2;14];[3;4];[3;9];[4;7];[4;13];[5;10];[5;14];[6;6];[6;8];[7;2];[7;12];[8;7];[8;11];[9;3];[9;15];[10;9];[10;13];[11;1];[11;11];[12;5];[12;15];[13;4];[13;6];[14;2];[14;5];[15;1];[15;3]]
13a_342,Y,13,4,15,[[1;1];[1;3];[2;4];[2;7];[3;2];[3;5];[4;4];[4;6];[5;5];[5;9];[6;8];[6;10];[7;9];[7;12];[8;7];[8;10];[9;11];[9;13];[10;3];[10;8];[11;12];[11;15];[12;6];[12;13];[13;1];[13;14];[14;11];[14;15];[15;2];[15;14]]
13a_344,Y,13,5,15,[[1;4];[1;14];[2;12];[2;15];[3;8];[3;10];[4;11];[4;14];[5;6];[5;13];[6;2];[6;12];[7;5];[7;15];[8;9];[8;13];[9;7];[9;10];[10;6];[10;8];[11;3];[11;7];[12;5];[12;11];[13;1];[13;4];[14;2];[14;9];[15;1];[15;3]]
13a_351,Y,13,4,15,[[1;8];[1;10];[2;5];[2;11];[3;9];[3;12];[4;11];[4;14];[5;2];[5;13];[6;7];[6;10];[7;12];[7;14];[8;3];[8;15];[9;1];[9;13];[10;8];[10;15];[11;6];[11;9];[12;4];[12;7];[13;2];[13;5];[14;4];[14;6];[15;1];[15;3]]
13a_353,Y,13,4,15,[[1;1];[1;3];[2;5];[2;9];[3;2];[3;4];[4;3];[4;6];[5;5];[5;11];[6;10];[6;12];[7;11];[7;14];[8;9];[8;12];[9;8];[9;13];[10;10];[10;15];[11;1];[11;14];[12;7];[12;15];[13;4];[13;8];[14;7];[14;13];[15;2];[15;6]]
13a_356,Y,13,4,15,[[1;2];[1;8];[2;7];[2;12];[3;10];[3;15];[4;1];[4;13];[5;12];[5;15];[6;4];[6;13];[7;9];[7;14];[8;3];[8;11];[9;6];[9;10];[10;8];[10;14];[11;6];[11;9];[12;5];[12;11];[13;4];[13;7];[14;2];[14;5];[15;1];[15;3]]
13a_359,Y,13,5,15,[[1;10];[1;14];[2;6];[2;12];[3;9];[3;15];[4;2];[4;13];[5;7];[5;14];[6;5];[6;8];[7;13];[7;15];[8;7];[8;9];[9;6];[9;10];[10;1];[10;11];[11;8];[11;12];[12;4];[12;11];[13;3];[13;5];[14;2];[14;4];[15;1];[15;3]]
13a_361,Y,13,5,15,[[1;1];[1;3];[2;2];[2;11];[3;1];[3;6];[4;4];[4;7];[5;3];[5;5];[6;10];[6;13];[7;4];[7;6];[8;12];[8;14];[9;5];[9;9];[10;8];[10;13];[11;9];[11;15];[12;2];[12;14];[13;7];[13;10];[14;11];[14;15];[15;8];[15;12]]
13a_373,Y,13,5,15,[[1;1];[1;3];[2;2];[2;11];[3;1];[3;6];[4;4];[4;7];[5;6];[5;9];[6;3];[6;7];[7;4];[7;14];[8;10];[8;15];[9;5];[9;14];[10;8];[10;12];[11;2];[11;9];[12;5];[12;13];[13;12];[13;15];[14;8];[14;11];[15;10];[15;13]]
13a_374,Y,13,5,15,[[1;6];[1;11];[2;2];[2;15];[3;9];[3;12];[4;1];[4;8];[5;5];[5;10];[6;9];[6;14];[7;13];[7;15];[8;11];[8;14];[9;10];[9;12];[10;4];[10;6];[11;7];[11;13];[12;5];[12;8];[13;3];[13;7];[14;2];[14;4];[15;1];[15;3]]
13a_375,Y,13,5,15,[[1;8];[1;12];[2;5];[2;9];[3;10];[3;15];[4;2];[4;14];[5;7];[5;11];[6;13];[6;15];[7;8];[7;14];[8;6];[8;12];[9;4];[9;7];[10;11];[10;13];[11;6];[11;10];[12;3];[12;5];[13;1];[13;4];[14;2];[14;9];[15;1];[15;3]]
13a_376,Y,13,5,15,[[1;1];[1;3];[2;4];[2;7];[3;2];[3;5];[4;4];[4;10];[5;8];[5;12];[6;6];[6;9];[7;5];[7;7];[8;10];[8;15];[9;1];[9;14];[10;11];[10;13];[11;8];[11;15];[12;3];[12;12];[13;9];[13;13];[14;2];[14;6];[15;11];[15;14]]
13a_378,Y,13,4,15,[[1;2];[1;7];[2;6];[2;8];[3;4];[3;7];[4;5];[4;14];[5;9];[5;15];[6;8];[6;11];[7;10];[7;13];[8;9];[8;11];[9;12];[9;14];[10;1];[10;13];[11;10];[11;15];[12;3];[12;12];[13;4];[13;6];[14;2];[14;5];[15;1];[15;3]]
13a_383,Y,13,4,15,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;7];[4;5];[4;11];[5;4];[5;6];[6;5];[6;7];[7;1];[7;9];[8;8];[8;13];[9;6];[9;10];[10;8];[10;11];[11;12];[11;14];[12;10];[12;13];[13;12];[13;15];[14;2];[14;14];[15;9];[15;15]]
13a_390,Y,13,4,15,[[1;2];[1;13];[2;11];[2;14];[3;6];[3;13];[4;12];[4;15];[5;1];[5;10];[6;8];[6;14];[7;7];[7;9];[8;4];[8;8];[9;7];[9;10];[10;11];[10;15];[11;9];[11;12];[12;3];[12;5];[13;4];[13;6];[14;2];[14;5];[15;1];[15;3]]
13a_391,Y,13,5,15,[[1;9];[1;12];[2;11];[2;13];[3;4];[3;12];[4;10];[4;14];[5;8];[5;11];[6;7];[6;9];[7;2];[7;13];[8;6];[8;8];[9;3];[9;15];[10;7];[10;14];[11;1];[11;10];[12;5];[12;15];[13;4];[13;6];[14;2];[14;5];[15;1];[15;3]]
13a_392,Y,13,5,15,[[1;1];[1;3];[2;8];[2;11];[3;2];[3;4];[4;7];[4;10];[5;9];[5;12];[6;11];[6;13];[7;8];[7;12];[8;3];[8;9];[9;6];[9;15];[10;4];[10;7];[11;1];[11;14];[12;5];[12;15];[13;2];[13;13];[14;6];[14;14];[15;5];[15;10]]
13a_393,Y,13,5,15,[[1;11];[1;13];[2;2];[2;12];[3;10];[3;13];[4;7];[4;11];[5;10];[5;15];[6;6];[6;9];[7;5];[7;7];[8;8];[8;14];[9;12];[9;15];[10;1];[10;9];[11;6];[11;14];[12;4];[12;8];[13;3];[13;5];[14;2];[14;4];[15;1];[15;3]]
13a_395,Y,13,5,15,[[1;2];[1;9];[2;7];[2;13];[3;11];[3;14];[4;4];[4;6];[5;10];[5;13];[6;12];[6;15];[7;1];[7;14];[8;11];[8;15];[9;5];[9;12];[10;3];[10;8];[11;6];[11;9];[12;8];[12;10];[13;4];[13;7];[14;2];[14;5];[15;1];[15;3]]
13a_398,Y,13,4,15,[[1;2];[1;9];[2;7];[2;13];[3;10];[3;15];[4;8];[4;13];[5;1];[5;11];[6;6];[6;15];[7;4];[7;10];[8;6];[8;11];[9;7];[9;14];[10;3];[10;12];[11;9];[11;14];[12;5];[12;12];[13;4];[13;8];[14;2];[14;5];[15;1];[15;3]]
13a_403,Y,13,4,15,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;7];[4;6];[4;8];[5;7];[5;11];[6;10];[6;12];[7;5];[7;9];[8;11];[8;14];[9;8];[9;12];[10;13];[10;15];[11;10];[11;14];[12;1];[12;13];[13;4];[13;15];[14;2];[14;5];[15;6];[15;9]]
13a_405,Y,13,5,15,[[1;1];[1;3];[2;7];[2;10];[3;2];[3;4];[4;3];[4;14];[5;1];[5;9];[6;8];[6;12];[7;5];[7;9];[8;10];[8;13];[9;6];[9;11];[10;4];[10;7];[11;5];[11;12];[12;11];[12;15];[13;2];[13;14];[14;6];[14;8];[15;13];[15;15]]
13a_407,Y,13,4,15,[[1;10];[1;13];[2;2];[2;11];[3;6];[3;9];[4;8];[4;15];[5;5];[5;9];[6;4];[6;6];[7;7];[7;10];[8;1];[8;14];[9;5];[9;8];[10;7];[10;12];[11;13];[11;15];[12;11];[12;14];[13;3];[13;12];[14;2];[14;4];[15;1];[15;3]]
13a_408,Y,13,4,15,[[1;1];[1;3];[2;2];[2;6];[3;5];[3;7];[4;3];[4;15];[5;6];[5;9];[6;8];[6;10];[7;4];[7;7];[8;9];[8;12];[9;5];[9;10];[10;11];[10;13];[11;8];[11;12];[12;11];[12;14];[13;1];[13;13];[14;4];[14;15];[15;2];[15;14]]
13a_409,Y,13,5,15,[[1;1];[1;3];[2;4];[2;8];[3;2];[3;5];[4;7];[4;10];[5;11];[5;13];[6;4];[6;6];[7;9];[7;14];[8;5];[8;12];[9;8];[9;15];[10;10];[10;13];[11;7];[11;9];[12;1];[12;14];[13;11];[13;15];[14;3];[14;12];[15;2];[15;6]]
13a_413,Y,13,5,15,[[1;1];[1;3];[2;2];[2;5];[3;3];[3;6];[4;5];[4;11];[5;9];[5;14];[6;1];[6;11];[7;4];[7;7];[8;6];[8;12];[9;4];[9;9];[10;8];[10;13];[11;7];[11;10];[12;8];[12;12];[13;10];[13;15];[14;2];[14;14];[15;13];[15;15]]
13a_415,Y,13,4,15,[[1;2];[1;4];[2;3];[2;15];[3;1];[3;8];[4;6];[4;10];[5;5];[5;8];[6;9];[6;14];[7;13];[7;15];[8;7];[8;10];[9;11];[9;14];[10;9];[10;12];[11;11];[11;13];[12;6];[12;12];[13;4];[13;7];[14;2];[14;5];[15;1];[15;3]]
13a_419,Y,13,4,15,[[1;4];[1;12];[2;2];[2;6];[3;11];[3;13];[4;4];[4;14];[5;12];[5;15];[6;1];[6;14];[7;10];[7;15];[8;8];[8;11];[9;7];[9;9];[10;8];[10;10];[11;5];[11;9];[12;7];[12;13];[13;3];[13;6];[14;2];[14;5];[15;1];[15;3]]
13a_423,Y,13,4,15,[[1;12];[1;14];[2;2];[2;15];[3;8];[3;10];[4;1];[4;13];[5;9];[5;11];[6;7];[6;14];[7;6];[7;10];[8;8];[8;12];[9;5];[9;7];[10;6];[10;11];[11;9];[11;15];[12;4];[12;13];[13;3];[13;5];[14;2];[14;4];[15;1];[15;3]]
13a_429,Y,13,4,15,[[1;6];[1;10];[2;2];[2;7];[3;9];[3;11];[4;10];[4;14];[5;8];[5;12];[6;6];[6;9];[7;8];[7;13];[8;12];[8;15];[9;1];[9;14];[10;11];[10;15];[11;4];[11;13];[12;3];[12;5];[13;4];[13;7];[14;2];[14;5];[15;1];[15;3]]
13a_430,Y,13,4,15,[[1;2];[1;4];[2;3];[2;14];[3;1];[3;8];[4;6];[4;10];[5;5];[5;8];[6;7];[6;13];[7;11];[7;14];[8;10];[8;15];[9;6];[9;12];[10;11];[10;13];[11;9];[11;15];[12;7];[12;12];[13;4];[13;9];[14;2];[14;5];[15;1];[15;3]]
13a_431,Y,13,4,15,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;9];[4;8];[4;11];[5;10];[5;14];[6;9];[6;11];[7;1];[7;12];[8;10];[8;15];[9;5];[9;13];[10;4];[10;6];[11;5];[11;7];[12;12];[12;14];[13;6];[13;8];[14;13];[14;15];[15;2];[15;7]]
13a_433,Y,13,4,15,[[1;1];[1;3];[2;4];[2;6];[3;2];[3;5];[4;4];[4;7];[5;6];[5;15];[6;1];[6;10];[7;8];[7;12];[8;7];[8;11];[9;9];[9;14];[10;8];[10;10];[11;3];[11;13];[12;9];[12;11];[13;12];[13;14];[14;5];[14;15];[15;2];[15;13]]
13a_434,Y,13,4,15,[[1;1];[1;3];[2;2];[2;5];[3;4];[3;8];[4;9];[4;15];[5;6];[5;10];[6;11];[6;13];[7;3];[7;7];[8;12];[8;14];[9;6];[9;13];[10;1];[10;11];[11;10];[11;14];[12;5];[12;9];[13;4];[13;7];[14;8];[14;15];[15;2];[15;12]]
13a_435,Y,13,4,15,[[1;2];[1;4];[2;3];[2;12];[3;1];[3;8];[4;11];[4;14];[5;10];[5;12];[6;6];[6;13];[7;5];[7;8];[8;7];[8;15];[9;6];[9;14];[10;11];[10;15];[11;9];[11;13];[12;7];[12;10];[13;4];[13;9];[14;2];[14;5];[15;1];[15;3]]
13a_439,Y,13,4,15,[[1;8];[1;13];[2;6];[2;9];[3;7];[3;15];[4;2];[4;14];[5;12];[5;15];[6;10];[6;13];[7;5];[7;11];[8;10];[8;12];[9;11];[9;14];[10;4];[10;6];[11;5];[11;8];[12;3];[12;7];[13;1];[13;4];[14;2];[14;9];[15;1];[15;3]]
13a_441,Y,13,4,15,[[1;8];[1;13];[2;12];[2;15];[3;2];[3;13];[4;11];[4;15];[5;9];[5;12];[6;6];[6;10];[7;9];[7;14];[8;5];[8;7];[9;4];[9;6];[10;5];[10;11];[11;8];[11;14];[12;1];[12;7];[13;3];[13;10];[14;2];[14;4];[15;1];[15;3]]
13a_442,Y,13,4,15,[[1;2];[1;5];[2;4];[2;11];[3;8];[3;14];[4;7];[4;10];[5;8];[5;13];[6;12];[6;15];[7;1];[7;13];[8;11];[8;15];[9;9];[9;12];[10;6];[10;10];[11;9];[11;14];[12;5];[12;7];[13;3];[13;6];[14;2];[14;4];[15;1];[15;3]]
13a_445,Y,13,4,15,[[1;2];[1;12];[2;6];[2;15];[3;8];[3;14];[4;1];[4;11];[5;8];[5;13];[6;12];[6;15];[7;10];[7;13];[8;7];[8;11];[9;4];[9;9];[10;7];[10;10];[11;9];[11;14];[12;3];[12;5];[13;4];[13;6];[14;2];[14;5];[15;1];[15;3]]
13a_446,Y,13,5,15,[[1;7];[1;10];[2;2];[2;14];[3;9];[3;11];[4;1];[4;8];[5;13];[5;15];[6;6];[6;14];[7;12];[7;15];[8;10];[8;13];[9;8];[9;11];[10;5];[10;7];[11;6];[11;12];[12;4];[12;9];[13;3];[13;5];[14;2];[14;4];[15;1];[15;3]]
13a_450,Y,13,4,15,[[1;1];[1;3];[2;4];[2;6];[3;2];[3;5];[4;4];[4;8];[5;6];[5;11];[6;10];[6;12];[7;3];[7;7];[8;11];[8;14];[9;13];[9;15];[10;9];[10;14];[11;1];[11;12];[12;8];[12;15];[13;5];[13;9];[14;10];[14;13];[15;2];[15;7]]
13a_457,Y,13,5,15,[[1;2];[1;11];[2;5];[2;13];[3;11];[3;15];[4;4];[4;13];[5;1];[5;14];[6;12];[6;15];[7;10];[7;14];[8;9];[8;12];[9;6];[9;10];[10;5];[10;8];[11;7];[11;9];[12;6];[12;8];[13;3];[13;7];[14;2];[14;4];[15;1];[15;3]]
13a_458,Y,13,5,15,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;7];[4;6];[4;14];[5;5];[5;7];[6;1];[6;10];[7;12];[7;15];[8;8];[8;13];[9;6];[9;9];[10;8];[10;11];[11;9];[11;12];[12;11];[12;14];[13;4];[13;13];[14;10];[14;15];[15;2];[15;5]]
13a_460,Y,13,5,15,[[1;4];[1;15];[2;5];[2;14];[3;2];[3;8];[4;7];[4;13];[5;6];[5;9];[6;8];[6;12];[7;11];[7;14];[8;6];[8;12];[9;10];[9;13];[10;9];[10;11];[11;3];[11;10];[12;5];[12;15];[13;1];[13;4];[14;2];[14;7];[15;1];[15;3]]
13a_462,Y,13,5,15,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;7];[4;5];[4;14];[5;13];[5;15];[6;11];[6;14];[7;6];[7;12];[8;11];[8;13];[9;1];[9;10];[10;9];[10;12];[11;6];[11;15];[12;8];[12;10];[13;7];[13;9];[14;4];[14;8];[15;2];[15;5]]
13a_464,Y,13,5,15,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;11];[4;6];[4;13];[5;10];[5;12];[6;5];[6;11];[7;8];[7;14];[8;4];[8;13];[9;5];[9;15];[10;1];[10;14];[11;7];[11;9];[12;2];[12;15];[13;8];[13;10];[14;6];[14;9];[15;7];[15;12]]
13a_467,Y,13,4,15,[[1;1];[1;3];[2;5];[2;7];[3;2];[3;4];[4;3];[4;6];[5;5];[5;8];[6;7];[6;15];[7;1];[7;13];[8;12];[8;14];[9;10];[9;13];[10;12];[10;15];[11;9];[11;11];[12;8];[12;10];[13;9];[13;14];[14;4];[14;11];[15;2];[15;6]]
13a_471,Y,13,5,15,[[1;7];[1;15];[2;2];[2;12];[3;5];[3;8];[4;9];[4;14];[5;13];[5;15];[6;6];[6;10];[7;11];[7;14];[8;7];[8;12];[9;4];[9;11];[10;10];[10;13];[11;6];[11;9];[12;3];[12;5];[13;1];[13;4];[14;2];[14;8];[15;1];[15;3]]
13a_472,Y,13,4,15,[[1;1];[1;3];[2;2];[2;11];[3;1];[3;4];[4;6];[4;12];[5;3];[5;10];[6;8];[6;11];[7;5];[7;13];[8;9];[8;15];[9;7];[9;13];[10;4];[10;8];[11;7];[11;15];[12;5];[12;10];[13;9];[13;14];[14;2];[14;12];[15;6];[15;14]]
13a_479,Y,13,4,15,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;7];[4;6];[4;14];[5;11];[5;15];[6;1];[6;12];[7;9];[7;15];[8;8];[8;11];[9;10];[9;13];[10;9];[10;12];[11;10];[11;14];[12;7];[12;13];[13;5];[13;8];[14;4];[14;6];[15;2];[15;5]]
13a_482,Y,13,5,15,[[1;2];[1;10];[2;9];[2;14];[3;13];[3;15];[4;7];[4;10];[5;1];[5;14];[6;8];[6;11];[7;6];[7;9];[8;5];[8;7];[9;6];[9;12];[10;11];[10;15];[11;4];[11;13];[12;8];[12;12];[13;3];[13;5];[14;2];[14;4];[15;1];[15;3]]
13a_483,Y,13,5,15,[[1;8];[1;15];[2;2];[2;13];[3;5];[3;9];[4;10];[4;14];[5;7];[5;11];[6;12];[6;15];[7;8];[7;13];[8;6];[8;12];[9;4];[9;7];[10;11];[10;14];[11;6];[11;10];[12;3];[12;5];[13;1];[13;4];[14;2];[14;9];[15;1];[15;3]]
13a_484,Y,13,5,15,[[1;10];[1;13];[2;4];[2;14];[3;7];[3;9];[4;2];[4;11];[5;8];[5;12];[6;6];[6;9];[7;11];[7;13];[8;7];[8;10];[9;3];[9;15];[10;8];[10;14];[11;1];[11;12];[12;5];[12;15];[13;4];[13;6];[14;2];[14;5];[15;1];[15;3]]
13a_485,Y,13,5,15,[[1;2];[1;8];[2;7];[2;15];[3;1];[3;12];[4;4];[4;8];[5;9];[5;13];[6;12];[6;14];[7;6];[7;13];[8;11];[8;15];[9;10];[9;14];[10;9];[10;11];[11;5];[11;10];[12;3];[12;6];[13;4];[13;7];[14;2];[14;5];[15;1];[15;3]]
13a_487,Y,13,5,15,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;7];[4;6];[4;14];[5;5];[5;7];[6;13];[6;15];[7;11];[7;14];[8;1];[8;9];[9;8];[9;12];[10;9];[10;15];[11;6];[11;10];[12;8];[12;11];[13;10];[13;13];[14;4];[14;12];[15;2];[15;5]]
13a_488,Y,13,4,15,[[1;1];[1;3];[2;2];[2;8];[3;1];[3;4];[4;3];[4;6];[5;7];[5;9];[6;5];[6;8];[7;6];[7;10];[8;4];[8;9];[9;5];[9;12];[10;11];[10;13];[11;12];[11;15];[12;10];[12;13];[13;2];[13;14];[14;11];[14;15];[15;7];[15;14]]
13a_492,Y,13,4,15,[[1;5];[1;10];[2;2];[2;7];[3;6];[3;8];[4;7];[4;10];[5;4];[5;12];[6;9];[6;14];[7;8];[7;11];[8;9];[8;12];[9;13];[9;15];[10;11];[10;14];[11;1];[11;13];[12;5];[12;15];[13;3];[13;6];[14;2];[14;4];[15;1];[15;3]]
13a_494,Y,13,4,15,[[1;1];[1;3];[2;4];[2;6];[3;2];[3;5];[4;4];[4;7];[5;6];[5;8];[6;7];[6;10];[7;9];[7;12];[8;11];[8;13];[9;12];[9;15];[10;10];[10;14];[11;11];[11;15];[12;8];[12;13];[13;3];[13;9];[14;1];[14;5];[15;2];[15;14]]
13a_495,Y,13,4,15,[[1;2];[1;5];[2;4];[2;7];[3;6];[3;10];[4;9];[4;11];[5;10];[5;13];[6;8];[6;11];[7;12];[7;14];[8;9];[8;13];[9;12];[9;15];[10;1];[10;14];[11;7];[11;15];[12;5];[12;8];[13;3];[13;6];[14;2];[14;4];[15;1];[15;3]]
13a_501,Y,13,5,15,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;5];[4;4];[4;6];[5;5];[5;7];[6;6];[6;9];[7;8];[7;10];[8;7];[8;15];[9;9];[9;12];[10;1];[10;10];[11;11];[11;13];[12;8];[12;12];[13;11];[13;14];[14;13];[14;15];[15;2];[15;14]]
13a_508,Y,13,4,15,[[1;1];[1;3];[2;2];[2;10];[3;1];[3;6];[4;4];[4;7];[5;3];[5;5];[6;11];[6;13];[7;4];[7;6];[8;9];[8;12];[9;5];[9;11];[10;8];[10;14];[11;13];[11;15];[12;2];[12;14];[13;7];[13;9];[14;10];[14;15];[15;8];[15;12]]
13a_511,Y,13,4,15,[[1;2];[1;13];[2;1];[2;4];[3;12];[3;14];[4;3];[4;9];[5;6];[5;11];[6;4];[6;8];[7;7];[7;9];[8;10];[8;13];[9;8];[9;11];[10;10];[10;15];[11;5];[11;14];[12;12];[12;15];[13;2];[13;6];[14;5];[14;7];[15;1];[15;3]]
13a_512,Y,13,4,15,[[1;1];[1;3];[2;2];[2;9];[3;1];[3;4];[4;3];[4;5];[5;8];[5;12];[6;6];[6;9];[7;10];[7;13];[8;4];[8;7];[9;6];[9;11];[10;10];[10;12];[11;11];[11;15];[12;2];[12;14];[13;13];[13;15];[14;5];[14;8];[15;7];[15;14]]
13a_513,Y,13,4,15,[[1;1];[1;3];[2;4];[2;7];[3;2];[3;5];[4;4];[4;14];[5;13];[5;15];[6;6];[6;14];[7;5];[7;9];[8;8];[8;11];[9;3];[9;7];[10;10];[10;12];[11;6];[11;9];[12;11];[12;13];[13;8];[13;12];[14;1];[14;10];[15;2];[15;15]]
13a_514,Y,13,4,15,[[1;2];[1;6];[2;5];[2;11];[3;10];[3;12];[4;11];[4;14];[5;7];[5;12];[6;4];[6;9];[7;8];[7;10];[8;13];[8;15];[9;9];[9;14];[10;1];[10;13];[11;6];[11;15];[12;3];[12;8];[13;2];[13;4];[14;5];[14;7];[15;1];[15;3]]
13a_519,Y,13,5,15,[[1;1];[1;3];[2;2];[2;10];[3;1];[3;6];[4;4];[4;7];[5;9];[5;12];[6;3];[6;5];[7;10];[7;13];[8;4];[8;6];[9;5];[9;11];[10;8];[10;12];[11;11];[11;15];[12;2];[12;14];[13;7];[13;9];[14;13];[14;15];[15;8];[15;14]]
13a_520,Y,13,4,15,[[1;1];[1;3];[2;2];[2;5];[3;4];[3;8];[4;5];[4;14];[5;7];[5;9];[6;8];[6;12];[7;3];[7;11];[8;7];[8;12];[9;6];[9;14];[10;4];[10;15];[11;10];[11;13];[12;9];[12;11];[13;1];[13;10];[14;6];[14;15];[15;2];[15;13]]
13a_523,Y,13,4,15,[[1;2];[1;6];[2;5];[2;12];[3;8];[3;15];[4;10];[4;13];[5;9];[5;12];[6;11];[6;14];[7;1];[7;13];[8;10];[8;14];[9;7];[9;11];[10;9];[10;15];[11;6];[11;8];[12;4];[12;7];[13;3];[13;5];[14;2];[14;4];[15;1];[15;3]]
13a_524,Y,13,4,15,[[1;2];[1;5];[2;4];[2;10];[3;7];[3;12];[4;6];[4;8];[5;7];[5;10];[6;9];[6;14];[7;8];[7;12];[8;11];[8;15];[9;9];[9;13];[10;11];[10;14];[11;1];[11;13];[12;5];[12;15];[13;3];[13;6];[14;2];[14;4];[15;1];[15;3]]
13a_528,Y,13,5,15,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;5];[4;4];[4;7];[5;8];[5;11];[6;6];[6;9];[7;5];[7;8];[8;10];[8;12];[9;6];[9;11];[10;10];[10;14];[11;13];[11;15];[12;1];[12;14];[13;12];[13;15];[14;7];[14;13];[15;2];[15;9]]
13a_535,Y,13,5,15,[[1;6];[1;13];[2;7];[2;9];[3;8];[3;14];[4;2];[4;15];[5;1];[5;13];[6;7];[6;11];[7;10];[7;12];[8;11];[8;15];[9;9];[9;12];[10;5];[10;10];[11;6];[11;14];[12;4];[12;8];[13;3];[13;5];[14;2];[14;4];[15;1];[15;3]]
13a_538,Y,13,4,15,[[1;1];[1;3];[2;4];[2;6];[3;2];[3;5];[4;7];[4;15];[5;11];[5;13];[6;10];[6;12];[7;4];[7;11];[8;8];[8;14];[9;7];[9;9];[10;13];[10;15];[11;8];[11;10];[12;6];[12;14];[13;3];[13;9];[14;1];[14;5];[15;2];[15;12]]
13a_539,Y,13,4,15,[[1;1];[1;3];[2;4];[2;7];[3;2];[3;5];[4;6];[4;10];[5;9];[5;12];[6;4];[6;11];[7;6];[7;14];[8;13];[8;15];[9;7];[9;10];[10;12];[10;14];[11;3];[11;13];[12;1];[12;8];[13;5];[13;9];[14;2];[14;15];[15;8];[15;11]]
13a_540,Y,13,4,15,[[1;2];[1;7];[2;6];[2;9];[3;8];[3;11];[4;7];[4;9];[5;10];[5;13];[6;11];[6;15];[7;8];[7;13];[8;1];[8;14];[9;12];[9;15];[10;4];[10;14];[11;3];[11;10];[12;5];[12;12];[13;4];[13;6];[14;2];[14;5];[15;1];[15;3]]
13a_541,Y,13,4,15,[[1;4];[1;10];[2;2];[2;7];[3;6];[3;8];[4;7];[4;10];[5;4];[5;12];[6;9];[6;14];[7;8];[7;11];[8;9];[8;12];[9;13];[9;15];[10;11];[10;14];[11;1];[11;13];[12;5];[12;15];[13;3];[13;6];[14;2];[14;5];[15;1];[15;3]]
13a_544,Y,13,5,15,[[1;5];[1;9];[2;2];[2;14];[3;1];[3;7];[4;8];[4;10];[5;13];[5;15];[6;11];[6;14];[7;9];[7;12];[8;11];[8;13];[9;5];[9;10];[10;8];[10;15];[11;6];[11;12];[12;4];[12;7];[13;3];[13;6];[14;2];[14;4];[15;1];[15;3]]
